ds,actual_price,actual_volatility,naive_vol_pred,xgb_vol_pred,np_vol_pred,tft_vol_pred,hybrid_vol_pred,naive_price_pred,xgb_price_pred,np_price_pred,tft_price_pred,hybrid_price_pred
2023-03-27,17.65,0.008534902449837286,0.0,0.01609675,0.023695584,0.009951995685696602,0.01723950311658054,17.5,17.708107,17.551006,17.502723693847656,17.433030308779507
2023-03-28,17.74,0.005086193502127681,0.0,0.009645123,0.0120744435,0.009410728700459003,0.016085512986389584,17.65,17.842733,17.46029,17.610082626342773,17.565013810555726
2023-03-29,17.8,0.0033764804166060906,0.0,0.010387989,0.013838556,0.008442997932434082,0.015614408214489115,17.74,17.727215,17.04829,17.700754165649414,17.663658569277786
2023-03-30,17.8,0.0,0.0,0.010759841,0.010911211,0.007834522053599358,0.015182243716894861,17.8,17.86818,17.206154,17.765567779541016,17.721635874712753
2023-03-31,17.92,0.006718950248745009,0.0,0.009509719,0.010605098,0.006599098443984985,0.014874771377337186,17.8,17.86691,17.286127,17.767005920410156,17.72112385068141
2023-04-03,18.39,0.02588963106944534,0.0,0.012270152,0.01056205,0.00625623157247901,0.01449870108641194,17.92,17.876814,17.414364,17.88695526123047,17.845313382592614
2023-04-04,18.2,0.010385444533480129,0.0,0.016673407,0.008710274,0.00792768970131874,0.015224405890528533,18.39,18.273466,17.356033,18.358186721801758,18.30992952642697
2023-04-05,18.42,0.012015436744411297,0.0,0.007545151,0.015127679,0.008309629745781422,0.015238947301625397,18.2,18.074862,17.61274,18.222890853881836,18.131528748152313
2023-04-06,18.14,0.01531758614017025,0.0,0.013404789,0.009433442,0.008309612050652504,0.015279057114797857,18.42,18.25185,17.623337,18.388511657714844,18.34324458696173
2023-04-07,18.11,0.0016551727916685962,0.0,0.012534564,0.009587881,0.009027477353811264,0.015533034759244994,18.14,17.7595,17.646324,18.109920501708984,18.078027582179367
2023-04-10,18.02,0.004982019715130175,0.0,0.01231005,0.004769343,0.008100786246359348,0.015173936295312062,18.11,17.938953,17.652412,18.06215476989746,18.038703715125365
2023-04-11,18.17,0.008289630227888057,0.0,0.012394521,0.007913832,0.007418683730065823,0.01496564681435862,18.02,17.80832,17.71033,17.98106575012207,17.956094642924384
2023-04-12,18.11,0.0033076105127579757,0.0,0.013305411,0.01007874,0.0071137286722660065,0.01436204715767295,18.17,18.217045,17.745647,18.118188858032227,18.089949505854307
2023-04-13,18.05,0.0033185871164319873,0.0,0.009234924,0.015053216,0.006736604496836662,0.014240546921627427,18.11,17.906895,17.863213,18.068830490112305,18.03652281658468
2023-04-14,17.86,0.010582109330536972,0.0,0.008664363,0.019180171,0.006149490363895893,0.014005792388272586,18.05,17.933277,17.99353,18.011075973510742,17.9745273968134
2023-04-17,17.92,0.003353832098431458,0.0,0.008325326,0.012567603,0.006156553514301777,0.014368879610031263,17.86,17.758442,18.223278,17.85678482055664,17.793496783679046
2023-04-18,17.86,0.0033538320984315517,0.0,0.008759301,0.015659375,0.0058830128982663155,0.013877369576288774,17.92,17.880968,18.295631,17.884193420410156,17.84405207879425
2023-04-19,17.62,0.013528954940319452,0.0,0.008450793,0.011905932,0.00546991266310215,0.013669777822362507,17.86,17.925991,18.263186,17.84225845336914,17.787490330838835
2023-04-20,17.65,0.001701162871272144,0.0,0.007584222,0.009206085,0.005546752363443375,0.014393106557534507,17.62,17.673923,18.531881,17.63667869567871,17.5566125565459
2023-04-21,17.56,0.005112195172335196,0.0,0.008562877,0.009409544,0.005536473821848631,0.014092347065209048,17.65,17.778727,18.124744,17.63962173461914,17.573725304119165
2023-04-24,17.74,0.010198388674462766,0.0,0.0089904405,0.006606825,0.005431298166513443,0.013839244214077173,17.56,17.679873,18.189356,17.55426597595215,17.48702290024405
